Judul,Isi,Tanggal,Kategori
"Kalah dari Vietnam, Pemain Timnas Malah Makin 'Pede' Tekuk Filipina","Kekalahan dari Vietnam tak lantas membuat Timnas Indonesia patah arang. Skuad Garuda justru makin percaya diri jelang lawan Filipina di laga pamungkas Piala AFF 2024.
Duel Indonesia vs Filipina akan digelar di Stadion Manahan, Solo, Sabtu (21/12). Kickoff laga ini akan dimulai pukul 20.00 WIB.
Gelandang Timnas Indonesia, Achmad Maulana Syarif, mengatakan kekalahan dari Vietnam justru menyulut semangat rekan-rekan satu timnya.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Kondisinya yang menurut saya sih pemain-pemain kayak malah makin pede sih, kayak malah makin kompak juga sih. Jadi pede banget lah buat lawan Filipina,"" kata Achmad usai latihan di Stadion Sriwedari, Solo Rabu (18/12).
Achmad sendiri termasuk salah satu pemain yang diterjunkan saat Skuad Garuda bertandang melawan Vietnam di Stadion Phu Tho, Vietnam kemarin. Ia mengaku bersyukur bisa bertanding melawan tim berjuluk Golden Star Warriors itu.
""Nggak tahu kenapa ya kemarin pas lawan Vietnam tuh untuk saya pribadi sangat pede,"" kata dia.
Timnas Indonesia kalah 0-1 dari Vietnam di Piala AFF 2024, Minggu (15/12), sekaligus menghentikan rekor kemenangan atas The Golden Stars.

Setelah menelan tiga kekalahan beruntun dari Timnas Indonesia, Vietnam meyakini pertemuan di Grup B Piala AFF 2024 menjadi momen yang tepat untuk balas dendam dan meraih kemenangan.
Keyakinan itu muncul karena Timnas Indonesia hanya menggunakan pemain U-22 di laga ini. Sementara Vietnam menurunkan kekuatan terbaiknya.
Sebaliknya, Timnas Indonesia hanya memiliki dua pemain langganan tim senior yang menjadi starter, Asnawi Mangkualam dan Hokky Caraka. Itu pun Hokky jarang dimainkan oleh Shin Tae Yong.

[Gambas:Video CNN]","Rabu, 18 Des 2024 21:29 WIB",olahraga
"Hasil Liga 1: Dedi Kusnandar Patah Kaki, Persib Hajar Barito 2-1","Duel Barito Putera kontra Persib Bandung di Stadion Sultan Agung dalam lanjutan Liga 1 2024/2025 berakhir 2-1 untuk tim tamu. Duel sengit ini diwarnai patah kaki Dedi Kusnandar.
Bertindak sebagai tuan rumah, Barito putera berinisiatif menekan lebih dulu. Pada menit ketujuh Bagas Kaffa sempat mengancam gawang Persib, tapi sepakannya masih melenceng.
Asik menyerang, gawang Nor Halid malah kebobolan lebih dahulu. Tepatnya pada menit ke-11, Gustavo Franca membobol gawang Barito, memanfaatkan tendangan penjuru Tyrone Del Pino.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pada menit ke-18, Alhaji Gero hampir membobol gawang Maung Bandung untuk menyamakan kedudukan. Beruntung tendangan mendatar Gero masih menyamping ke sisi kiri gawang Persib.
Selepas itu, hingga turun minum, tak ada lagi gol tercipta. Baik Persib maupun Barito sama-sama punya peluang, tetapi tak ada yang bisa dikonversi menjadi gol.
Babak kedua baru berjalan, tepatnya menit ke-46, sebuah insiden terjadi. Dedi Kusnandar mengalami cedera parah patah kaki. Ambulan sampai masuk ke dalam lapangan.
Pertandingan sempat terhenti beberapa menit untuk proses ini. Pada menit ke-53 dilakukan pergantian. Bojan Hodak, pelatih Persib, memasukkan Adam Alis menggantikan Dedi.
Setelah itu pertandingan dilanjutkan. Kedua tim saling serang kembali. Duel sengit terus terjadi, utamanya di lini tengah. Hingga menit ke-80 tak ada gol tercipta.
Tepat pada menit ke-82, Barito yang diasuh Rahmad Darmawan terpaksa bermain dengan 10 pemain. Itu setelah wasit mengganjar Banua Norhalid kartu merah atas pelanggaran yang dibuatnya.
Pada menit ke-89, Persib berhasil membobol gawang Barito lewat penalti Marc Klok. Penalti ini diberikan setelah pemain Barito melakukan pelanggaran di kotak penalti.
Hingga laga usai, tak ada lagi gol tercipta. Dengan ini Persib menang 2-1 atas barito Putera. Hasil ini sekaligus membuat Pangeran Biru naik ke posisi pertama klasemen sementara, menggeser Persebaya.
Susunan Pemain Barito Putera vs Persib
Barito PuteraNor Halid (GK); Bagas Kaffa, Jesus Maria Meneses Sabater, Levy Madinda, Lucas Morelatto; Alhaji Gero, Bayu Pradana (C), Nazar Nurzaidin, Chi Sung Moon; Muhammad Firli, Rahmat Beri SantosoPelatih: Rahmad Darmawan
Persib BandungKevin Ray Mendoza (GK); Nick Kuipers, Rachmat Irianto, Gustavo Franca, M Edo Febriansah; Tyronne Del Pino, Marc Klok (C), Dedi Kusnandar; Ciro Alves, Beckham Putra Nugraha, David da Silva.Pelatih: BojanHodak

[Gambas:Video CNN]","Rabu, 18 Des 2024 21:00 WIB",olahraga
"Hasil Babak 1 Piala AFF: Penalti Dianulir, Vietnam Ditahan Filipina","Pertandingan babak pertama laga Filipina vs Vietnam di Piala AFF 2024 berakhir imbang 0-0. Laga babak pertama diwarnai penalti Vietnam yang dianulir wasit.
Vietnam menghadapi Filipina pada pertandingan Grup B Piala AFF 2024. Pertandingan Filipina vs Vietnam digelar di Stadion Rizal Memorial, Manila, Rabu (18/12) malam.
Jual beli serangan terjadi sejak awal hingga akhir babak pertama. Filipina selaku tuan rumah langsung mengambil inisiatif menyerang sejak awal permainan dan berhasil menciptakan beberapa ancaman.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pada menit kesembilan Vietnam mendapatkan penalti usai Adrian Ugelvik dianggap mendorong Vi Van Thanh di kotak penalti.
Namun Video Assistant Referee (VAR) memberikan laporan kepada wasit Akobirxuja Shukurrullaev. Hingga akhirnya wasit menganulir keputusannya.
Di menit ke-26 Vietnam mendapatkan peluang bagus lewat Dinh Thanh Binh. Sayangnya sontekan Dinh Thanh Binh bisa ditepis kiper Filipina Patrick Deyto.
Pada menit ke-35 giliran Filipina mengancam pertahanan Vietnam lewat pergerakan Reyes. Sayangnya tembakan Reyes dari dalam kotak penalti Vietnam masih menyamping di sisi kanan gawang Vietnam.
Di menit ke-40 meneruskan umpan Nguyen Quang Hai, Vu Van Thanh melepaskan tembakan ke arah gawang Filipina. Namun tembakannya masih mengarah tepat ke penjaga gawang Filipina.
Hingga pertandingan babak pertama berakhir tak ada gol yang tercipta. Babak pertama Filipina vs Vietnam berakhir 0-0.
Filipina XI: Deyto; Kempter, Ugelvik, Linares, Tabinas; Biley, Baldisimo, Reyes; Mariona, Kristensen, Monis
Vietnam XI: Nguyen Filip; Nguyen Thanh Binh, Bui Hoang Vuiet Anh, Do Duy Manh; Khuat Van Khang, Chau Ngoc Quang, Doan Ngoc Tan, Nguyen Quang Hai, Vu Van Thanh; Dinh Thanh Binh, Bui Vi Hao

[Gambas:Video CNN]
","Rabu, 18 Des 2024 20:52 WIB",olahraga
"VIDEO: Latihan Timnas Indonesia Jelang Lawan Filipina, Starter Dipisah","Para pemain Timnas Indonesia menjalani latihan di Stadion Sriwedari, Solo, pada Rabu (18/12) sore.
Latihan ini sebagai persiapan Timnas Indonesia menghadapi Filipina di Grup B Piala AFF 2024 yang akan digelar di Stadion Manahan Solo, Sabtu (21/12) mendatang.
Usai latihan, pemain Timnas Indonesia Achmad Maulana mengungkapkan jika para pemain Timnas Indonesia masih dalam kondisi kelelahan usai bertolak dari Vietnam.","Rabu, 18 Des 2024 20:51 WIB",olahraga
Reaksi Media Malaysia usai Thailand Gebuk Singapura 4-2,"Media Malaysia bersyukur Thailand berhasil mengalahkan Singapura 4-2 pada matchday ketiga Piala AFF 2024.
Thailand berhasil comeback dan meraih kemenangan telak setelah sempat tertinggal 0-2 dari Singapura di Stadion Nasional, Kallang, Selasa (17/12).
Media-media Malaysia menyambut positif kemenangan Thailand karena peluang Harimau Malaya lolos ke semifinal kembali terbuka.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Thailand Hancurkan Singapura 4-2, Malaysia Bernafas Lega,"" demikian judul Utusan yang memuat hasil pertandingan Singapura vs Thailand.
""Thailand Lolos Semifinal, Peluang Malaysia Makin Besar,"" timpal Bharian.
Media Malaysia lainnya, Makanbola juga menyebut peluang skuad arahan Pau Marti Vicente lolos ke semifinal Piala AFF 2024 semakin terbuka lebar setelah Singapura kalah.
""Thailand Bangkit Kalahkan Singapura, Peluang Malaysia Terbuka Lebar,"" tulis media tersebut.
Hasil positif ini mengukuhkan Thailand sebagai penguasa klasemen Grup A dengan sembilan poin dari tiga pertandingan yang dijalani. Kemenangan ini sekaligus memastikan Thailand lolos ke semifinal.

Singapura tetap berada di posisi kedua dengan koleksi enam poin. Sementara Kamboja dan Malaysia masing-masing menghuni peringkat ketiga dan keempat dengan 4 poin.
Dengan demikian, Malaysia harus menjalani partai hidup-mati lawan Singapura di Stadion Bukit Jalil, Kuala Lumpur, Jumat (20/12). Sementara Kamboja akan menghadapi laga berat lawan Thailand.

[Gambas:Video CNN]","Rabu, 18 Des 2024 20:20 WIB",olahraga
"Latihan di Solo, Timnas Indonesia Masih Lelah Usai Lawan Vietnam","Timnas Indonesia tiba di Solo, Rabu (18/12) pagi. Meski baru tiba di Kota Bengawan, Skuad Garuda sore harinya langsung digeber untuk latihan di Stadion Sriwedari, Solo, Jawa Tengah.
Salah satu pemain Timnas, Achmad Maulana Syarif mengakui Skuad Garuda masih kelelahan setelah bertanding menghadapi Vietnam di laga ketiga Piala AFF 2024, Minggu (15/12) kemarin. Meski kelelahan, pemain Achmad menilai rekan-rekannya dalam kondisi prima.
""Banyak pemain lelah kan kena perjalanan cukup jauh juga, ya tapi masih dibilang sangat baik,"" kata Achmad usai latihan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Kelelahan pemain Timnas Indonesia tak lepas dari pengaturan jadwal pertandingan dari AFF. Timnas Indonesia hanya memiliki tiga hari jeda pada tiga laga pertama. Kondisi tersebut diperparah dengan jauhnya perjalanan yang harus ditempuh Timnas Indonesia.
""Kemarin-kemarin kan cuman tiga hari, tiga hari (jeda antar-laga). Semua pemain kecapekan. Mau yang main atau enggak semua kecapekan kalau jedanya 3 hari,"" kata Achmad.
Namun kali ini kondisinya berbeda. Timnas Indonesia memiliki waktu lebih dari lima hari untuk persiapan menghadapi Filipina. Dengan jeda yang lebih panjang, Timnas Indonesia memiliki cukup waktu untuk memulihkan kondisi.
""Sedangkan sekarang kan ada 5 harian. Ya bersyukur saja sih, bisa recovery lebih panjang,"" kata Achmad.

Achmad menerangkan Timnas Indonesia hanya menjalani latihan ringan di hari pertama. Khususnya pemain-pemain yang tampil di pertandingan melawan Vietnam beberapa hari kemarin.
""Yang main pertama kemarin, yang starting, tadi cuman recovery doang. Sisanya agak berat,"" kata Achmad.
[Gambas:Video CNN]
","Rabu, 18 Des 2024 20:00 WIB",olahraga
"Hasil Piala AFF 2024: Tekuk Laos, Myanmar Pepet Indonesia","Myanmar berhasil meraih kemenangan dramatis atas Laos dengan skor 3-2 pada lanjutan Grup B Piala AFF 2024 di Stadion Thuwunna, Yangon, Rabu (18/12).
Duel sengit tersaji di babak pertama. Myanmar selaku tuan rumah memang tampil dominan, namun Laos juga mampu memberikan perlawanan berarti.
Laman resmi Piala AFF melansir, Myanmar unggul penguasaan bola sebanyak 60 persen berbanding 40 persen. Namun, kedua tim sama-sama mencatat tiga on target di babak pertama.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Hanya saja, Myanmar berhasil memimpin di menit ke-32. Sundulan keras Lwin Moe Aung memanfaatkan umpan Wing Nain Tun tak mampu dibendung kiper Souvanhansok Xaysavath.
Tak ada gol tambahan yang tercipta hingga babak pertama usai. Myanmar pun untuk sementara berhasil memimpin dengan skor 1-0.
Memasuki babak kedua, Myanmar masih dominan. Tuan rumah nyaris menggandakan keunggulan pada menit ke-60 lewat tembakan jarak dekat Lwin Moe Aung memanfaatkan umpan tarik Win Naing Tun.
Namun, gol tersebut dianulir wasit karena Win Naing Tun berada di posisi offside sebelum melepaskan umpan kepada Lwin Moe Aung.
Petaka bagi Myanmar, Laos berhasil mencuri gol sekaligus menyamakan kedudukan di menit ke-77. Adalah Kydavone Souvanny yang jadi pemecah kebuntuan Laos.
Empat menit berselang, Laos malah berbalik unggul 2-1 berkat gol Chony Wenpaserth yang sukses meneruskan umpan terobosan Damoth Thongkhamsavath.

Permainan berlangsung menegangkan setelah Win Naing Tun menyamakan kedudukan di menit ke-88. Win Naing Tun berhasil meneruskan assist Lwin Moe Aung.
Di masa injury time, Win Naing Tung muncul sebagai pahlawan kemenangan Myanmar usai sundulan jarak dekatnya sukses menjebol gawang Laos. Myanmar pun sukses menutup pertandingan dengan kemenangan dramatis 3-2.
Hasil ini membuat persaingan Grup B memanas. Pasalnya Myanmar naik ke peringkat ketiga dengan perolehan empat poin, sama dengan Indonesia yang berada di posisi kedua.
Myanmar XI (4-2-3-1): Aung Zin Nyi Nyi (PG); Win Hin Phyo, Soe Thet Hein, Thiha Thet Aung, Kyaw Nanda; Kyaw Soe Moe, Thein Zaw Win; Zaw Thiha, Lwin Moe Aung, Lwin Maung Maung; Aung Kaung Mann.
Laos XI (5-4-1): Souvanhansok Xaysavath (PG); Lueanthala Soukpachan, Hunthavong Sengdaovee, Somsanid Phetdavanh, Siphongphan Aanantaza; Phanthavong Peter, Thongkhamsavath Damath, Khounthoumphone Chanthavixay, Panyavong Phousomboun; Xaypanya Anaosone.

[Gambas:Video CNN]
","Rabu, 18 Des 2024 19:29 WIB",olahraga
Viral Video Emil Audero Masih Ingin Bela Timnas Indonesia,"Potongan video kiper Como 1907 Emil Audero Mulyadi yang mengaku sudah berbincang dengan Ketua Umum PSSI Erick Thohir viral di media sosial.
Ucapan Emil saat berbincang dengan suporter itu banyak diunggah di berbagai kanal media sosial seperti X, Instagram, juga Tik Tok. Hal ini membuat Emil jadi perbincangan.
Awalnya, video tersebut diunggah Agam Aprilo, dalam akun X, @agamaprilo_18. Video tersebut lantas diunggah ulang banyak pihak, utamanya akun-akun sepak bola.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Obrolan dibuka dengan pertanyaan kabar Emil yang dijawab dengan bahasa Indonesia. Emil lantas ditanya soal Indonesia dan kebenaran bahwa ia sudah berbincang dengan Erick
""Ya [sudah berbicara dengan Erick], tetapi sekitar setahunan ini. Mari kita lihat saja. Semoga,"" kata Emil dalam video tersebut, seolah memberi indikasi ia masih ingin membela Timnas Indonesia.
Emil merupakan pemain berdarah Indonesia. Ia lahir di Lombok, Nusa Tenggara Barat. Ayah orang Indonesia dan ibunya orang Italia. Sejak kecil Emil tinggal di Italia.
Bahkan, pemain 27 tahun ini membela Italia kategori usia dari mulai U-15 hingga U-21. Karena belum pernah membela timnas Italia, Emil punya kesempatan membela Timnas Indonesia.

Erick juga sudah beberapa kali bertemu dengan Emil. Foto Erick dan Emil yang bersalaman juga sempat viral. Kendati begitu belum ada tanda Emil akan dinaturalisasi.
""Sebenarnya, kami belum membahasnya meski kami sudah bertemu lebih dari sekali di Milan,"" kata Erick dilansir dari Corriere dello Sport yang dipublikasi November 2024.

[Gambas:Video CNN]","Rabu, 18 Des 2024 18:59 WIB",olahraga
Manajer Timnas Upayakan Ivar dan Hubner Main di Semifinal Piala AFF,"Manajer Timnas Indonesia Sumardji mengatakan PSSI akan mencoba memanggil Ivar Jenner dan Justin Hubner jika lolos ke semifinal Piala AFF 2024.
""Kami akan upayakan. Nanti setelah tanggal 21 Desember [jika lolos semifinal] kita akan coba lagi,"" kata Sumardji dikutip dari Antara.
Timnas Indonesia berpeluang lolos ke semifinal Piala AFF 2024. Tim asuhan Shin Tae Yong itu kini menempati peringkat kedua klasemen Grup B dengan mengemas empat poin dari tiga pertandingan yang dijalani.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Tim Merah Putih memiliki satu pertandingan lagi di Grup B melawan Filipina di Stadion Manahan Solo pada Sabtu (21/12) mendatang.
Jika menang atas Filipina, Timnas Indonesia akan lolos ke semifinal Piala AFF 2024.
Dua pemain naturalisasi Ivar Jenner dan Justin Hubner diharapkan bisa bergabung dengan Timnas Indonesia jika lolos ke semifinal Piala AFF nanti.

Ivar Jenner dan Justin Hubner sendiri hingga kini belum bergabung dengan Timnas Indonesia lantaran belum dilepas oleh klubnya masing-masing.
Meski demikian, nama Ivar Jenner dan Justin Hubner sudah masuk dalam entry by name untuk Piala AFF 2024.
Jika Ivar Jenner dan Justin Hubner bergabung tentu akan menambah kedalaman skuad Timnas Indonesia yang kali ini menurunkan para pemain U-22.

[Gambas:Video CNN]
","Rabu, 18 Des 2024 18:30 WIB",olahraga
Link Live Streaming Barito Putera vs Persib Bandung di Liga 1,"Persib Bandung akan menghadapi Barito Putera pada lanjutan pekan ke-15 Liga 1 2024/2025. Berikut link live streaming Barito vs Persib.
Duel Barito vs Persib akan berlangsung di Stadion Sultan Agung, Bantul, Yogyakarta. Kedua tim sama-sama ingin mengincar poin penuh di pertengahan musim Liga 1 2024/2025.
Jadwal Barito vs Persib akan bergulir pada Rabu (18/12) pukul 19.00 WIB. Link live streaming Barito vs Persib bisa disaksikan melalui situs Vidio.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Persib Bandung saat ini menduduki peringkat kedua klasemen sementara dengan 29 poin. Skuad Maung Bandung terpaut lima poin dari Persebaya di posisi puncak.
Kemenangan atas Barito Putera otomatis akan memangkas selisih poin dengan Persebaya menjadi dua angka. Misi ini tentu akan diusung oleh tim asuhan Bojan Hodak untuk diwujudkan.
Pelatih Persib Bandung, Bojan Hodak menyatakan timnya siap tampil habis-habisan. Meski jadwal padat dihadapi Marc Klok dan kawan-kawan, ia yakin tiga poin bisa diamankan.
""Untuk pertandingan, saya rasa ini akan menjadi laga yang sulit bagi kami karena jadwal yang padat. Tapi, kami siap untuk pertandingan ini, dan semua pemain sudah siap untuk pertandingan,"" kata Bojan Hodak.
""Pertandingan nanti juga akan menjadi laga yang berat, karena Barito dekat dengan degradasi. Saya yakin mereka akan tampil habis-habisan. Namun saya percaya bisa memenangkan pertandingan ini,"" ungkap Bojan menambahkan.
Di sisi lawan, Barito Putera sedang dalam situasi yang tidak menguntungkan. Laskar Antasari sedang berada di peringkat ke-15 dengan 11 poin. Dari sembilan laga terakhir belum ada kemenangan yang dipetik.
Barito vs Persib / Stadion Sultan Agung / Rabu, 18 Desember 2024 / Pukul 19.00 WIB / Live Streaming Vidio
[Gambas:Video CNN]
","Rabu, 18 Des 2024 18:22 WIB",olahraga
Link Live Streaming Filipina vs Vietnam di Piala AFF 2024,"Vietnam akan menghadapi Filipina pada pertandingan Grup B Piala AFF 2024. Berikut link live streaming Filipina vs Vietnam di Piala AFF 2024.
Pertandingan Filipina vs Vietnam pada laga lanjutan Grup B Piala AFF 2024 akan digelar di Stadion Rizal Memorial, Manila, Rabu (18/12).
Laga Filipina vs Vietnam bisa ditonton lewat live streaming di Vision+ mulai pukul 20.00 WIB.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Vietnam kini memimpin klasemen Grup B Piala AFF 2024 dengan mengemas enam poin dari dua pertandingan yang telah dijalani.
Pada laga pertama Vietnam menang telak 4-1 atas Laos. Kemudian pada pertandingan kedua tim asuhan Kim Sang Sik menang 1-0 atas Indonesia.
Kemenangan atas Filipina akan membuat Vietnam lolos ke semifinal Piala AFf 2024.

Sedangkan Filipina kini menempati posisi ketiga klasemen Grup B dengan mengoleksi dua poin dari dua pertandingan yang dijalani.
Di laga pertamanya Filipina imbang 1-1 lawan Myanmar. Kemudian di laga kedua Filipina imbang 1-1 melawan Laos.
Jika menang atas Vietnam maka Filipina akan menggeser Indonesia di posisi kedua klasemen Grup B Piala AFF 2024.
Stadion Rizal Memorial, Manila/ Rabu (18/12)/ Pukul 20.00/ Live Streaming Vision+
[Gambas:Video CNN]
","Rabu, 18 Des 2024 17:45 WIB",olahraga
Rivaldo Absen di Indonesia vs Filipina karena Cedera,"Manajer Timnas Indonesia Sumardji menyatakan Rivaldo Pakpahan bakal absen menghadapi Filipina di Piala AFF 2024. Cedera pergelangan kaki atau ankle jadi penyebabnya.
Sumardji mengatakan, cedera yang dialami Rivaldo butuh waktu pemulihan satu hingga dua minggu. Artinya, situasi ini membuat Rivaldo tak mungkin bermain lawan Filipina pada Sabtu (21/12) mendatang.
""Butuh waktu lama itu, seminggu atau dua minggu untuk sembuh,"" kata Sumardji dikutip dari Antara, Rabu (18/12).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Rivaldo tampil saat Timnas Indonesia menghadapi Vietnam pada matchday ketiga Grup B Piala AFF 2024, Minggu (15/12). Itu adalah debut pemain 21 tahun tersebut bersama skuad Garuda.
Sayangnya Rivaldo harus ditarik keluar pada menit ke-40 digantikan Rafael Struick. Pemain Borneo FC itu nampak terpincang-pincang saat berjalan ke luar lapangan.
Lebih lanjut, Sumardji menyampaikan pemain lain dalam kondisi maksimal. Ia menyebut pelatih Timnas Indonesia, Shin Tae Yong bisa tetap memaksimalkan kekuatan dengan pemain yang ada.
""Semua pemain dalam kondisi prima. Hanya Rivaldo yang cedera. Dia harus berjalan pakai tongkat karena ankle-nya yang kena,"" kata Sumardji kepada CNNIndonesia.com, Rabu (18/12).
Sumardji mengatakan seluruh pemain sudah berada di Solo sejak Rabu (18/12) pagi. Setelah beristirahat selama beberapa jam, tim besutan Shin Tae Yong langsung memulai latihan yang bergulir pada Rabu (18/12) sore.
""Seluruh pemain sudah berada di Solo. Nanti sore sekitar jam 16.00 akan latihan. Begitu juga selama dua hari ke depan sebelum pertandingan di hari Sabtu,"" ujarnya.

Jadwal Timnas Indonesia vs Filipina akan berlangsung di Stadion Manahan, Solo, Sabtu (21/12) pukul 20.00 WIB. Skuad Garuda wajib menang untuk memuluskan perjalanan menuju semifinal Piala AFF 2024.
Indonesia akan gugur jika dikalahkan Filipina. Sebaliknya, Marselino Ferdinan dan kawan-kawan akan otomatis lolos apabila menang lawan Filipina.
Bisa saja Indonesia melaju ke semifinal bila bermain imbang, asalkan selisih gol dan produktivitas gol unggul dari tim lain yang punya poin serupa.
Marselino Ferdinan sudah bisa kembali bertanding setelah absen pada laga sebelumnya. Ada harapan Timnas Indonesia bangkit dari kekalahan 0-1 dari Vietnam dan mengamankan tiga angka kontra Filipina.
[Gambas:Video CNN]","Rabu, 18 Des 2024 17:34 WIB",olahraga
Conor McGregor Konfirmasi Duel Tinju Lawan Logan Paul di India,"Petarung MMA Conor McGregor mengonfirmasi bakal naik ring tinju melawan Logan Paul dalam sebuah duel ekshibisi di India.
McGregor sekaligus membantah bakal duel lawan Ilia Topuria. Ia justru ingin menghadapi kakak dari Jake Paul, Logan Paul.
""Rumor pertarungan lawan Tuporia keliru. Saya sedang dalam kesepakatan awal bersama keluarga Ambani untuk melawan Logan Paul dalam tinju ekshibisi di India. Saya sudah setuju,"" tulis McGregor di akun X.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pertarungan itu diproyeksikan bakal jadi batu loncatan atlet 36 tahun itu kembali ke UFC setelah terakhir kali naik Octagon pada Juli 2021 lalu.
""[Setelah pertarungan tinju] saya akan memerhatikan momen kembali ke Octagon,"" tulis McGregor.
Sudah lebih dari tiga tahun McGregor tidak bertarung di UFC dan ajang resmi lainnya. Ini karena atlet asal Irlandia itu mengalami cedera parah pada laga terakhirnya di UFC.
[Gambas:Twitter]
Selain harus menjalani pemulihan cedera, McGregor juga disibukkan dengan proses sidang kasus pelecehan seksual yang menyeret dirinya. Ia dinyatakan bersalah oleh pengadilan di Dublin dan wajib membayar denda sejumlah uang.
Kendati demikian, hari-hari McGregor tak jauh dari dunia bela diri. Ia sempat jadi pelatih pada ajang The Ultimate Fighter pada tahun lalu.
McGregor juga aktif mempromosikan ajang tinju melalui akun media sosialnya. Tak heran ia tertarik mentas di atas ring sebagai petarung.
[Gambas:Video CNN]
","Rabu, 18 Des 2024 17:04 WIB",olahraga
INFOGRAFIS: Daftar Peraih Penghargaan The Best FIFA 2024,Berikut daftar peraih penghargaan The Best FIFA 2024 dengan Vinicius Junior merebut gelar paling berharga.,"Rabu, 18 Des 2024 16:26 WIB",olahraga
Pelatih Thailand Kaget Dibobol 2 Gol Singapura di Piala AFF 2024,"Pelatih Thailand Masatada Ishii kaget timnya tertinggal dua gol lawan Singapura pada pertandingan Piala AFF 2024.
Thailand menang 4-2 atas Singapura pada pertandingan Grup A Piala AFF 2024 yang digelar di Stadion Nasional Kallang, Selasa (17/12).
Pada pertandingan tersebut Singapura berhasil unggul 2-0 lewat gol Shawal Anuar pada menit ke-10 dan Faris Ramli di menit ke-34.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Namun Thailand berhasil membalikkan kedudukan menjadi 4-2 lewat gol Patrik Gustavsson pada menit ke-45+3, Suphanat Mueanta pada menit ke-52, Peeradon Chamratsamee pada menit ke-90+3, dan Teerasak Poeiphimai di menit ke-90+15.
Pelatih Thailand Masatada Ishii mengaku terkejut Singapura bisa mencetak dua gol lebih dulu.
""Sebenarnya, saya cukup kaget dan terkejut ketika kami tertinggal dua gol. Tim Singapura mencetak dua gol yang mengesankan. Tepat setelah itu, saya harus menganalisis pertandingan untuk membuat keputusan yang tepat,"" kata Ishii dikutip dari Bongda24h.
""Saat istirahat, saya instruksikan untuk mempelajari permainan serangan seperti pertandingan sebelumnya, sambil membatasi kekuatan serangan lawan. Pada akhirnya, kami menang dan mendapat tiket ke babak selanjutnya. Namun kami juga harus fokus pada setiap pertandingan dan setiap momen dalam pertandingan,"" ucap Ishii menambahkan.

Thailand kini menempati posisi puncak klasemen Grup A dengan mengemas sembilan poin dari tiga pertandingan yang dijalani.
Tim Negeri Gajah Perang sudah memastikan lolos ke semifinal Piala AFF 2024.
Sedangkan Singapura kini menempati posisi kedua klasemen Grup A dengan mengemas enam poin dari tiga pertandingan yang dilakoni.
[Gambas:Video CNN]

","Rabu, 18 Des 2024 16:01 WIB",olahraga
Link Live Streaming Myanmar vs Laos di Piala AFF 2024,"Siaran langsung Piala AFF 2024 antara Myanmar vs Laos dapat disaksikan melalui live streaming. Berikut link live streaming Myanmar vs Laos di Piala AFF 2024.
Pertandingan lanjutan Grup A Piala AFF 2024 antara Myanmar vs Laos di Stadion Thuwunna, Yangon, Rabu (18/12).
Laga Myanmar vs Laos akan disiarkan langsung di iNews mulai pukul 17.30 WIB. Selain itu pertandingan Myanmar vs Laos dapat disaksikan melalui live streaming di Vision+.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Myanmar dan Laos sama-sama masih memiliki peluang lolos ke semifinal Piala AFF 2024.
Myanmar kini menempati posisi juru kunci klasemen Grup B dengan mengemas satu poin dari dua pertandingan yang dijalani.
Pada pertandingan pertama Myanmar kalah 0-1 dari Indonesia. Kemudian di laga kedua Myanmar bermain imbang 1-1 lawan Filipina.
Sedangkan Laos kini menempati posisi keempat klasemen Grup B dengan mengemas dua poin dari tiga pertandingan yang telah dijalani.
Laos pada pertandingan pertama kalah 1-4 dari Vietnam. Kemudian pada laga kedua Laos mengejutkan dengan menahan imbang Indonesia dengan skor 3-3.

Lalu pada laga ketiga Laos bermain imbang 1-1 melawan Filipina. Jika menang Laos akan naik ke posisi kedua klasemen menggeser Timnas Indonesia.
Sementara jika Myanmar yang menang maka Burmese Lion akan naik ke posisi ketiga klasemen dan menjaga peluang lolos ke semifinal Piala AFF 2024.
Stadion Thuwunna Yangon/ Rabu (18/12) / Pukul 17.30 WIB / Live iNews/ Live Streaming Vision+
[Gambas:Video CNN]","Rabu, 18 Des 2024 15:29 WIB",olahraga
